,Domain,Sub Domain,Product Title,Product Link,Review Content,Image,Aspect_1,Label_1,Cause_1,Aspect_2,Label_2,Cause_2,Aspect_3,Label_3,Cause_3,Aspect_4,Label_4,Cause_4,Aspect_5,Label_5,Cause_5,Over All label,Summary
2330,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"This is the best shade that i have ever brought. It appears to be a little darker on my arm but it matches really well with my lip colour. This shade suits for your everyday life may it be for a daily supermarket visit or an office meeting. This shade doesn't add in any extra to your makeup but it will just suit you perfectly I can assure you that. Now about the texture it very creamy, light weight and moisturizing. And the texture doesn't change with time it stays smooth for a long time on your lips. The only con is that this product is not smudge proof. As u can see in the image I have uploaded it smudges to that extend with just a single stroke. Since I'm not a person who really cares about it I don't mind wearing this because this shade just suits me very well.",https://images-na.ssl-images-amazon.com/images/I/51R9+913HWL._SY88.jpg,Product_Quality,0,"This is the best shade that i have ever brought. It appears to be a little darker on my arm but it matches really well with my lip colour. This shade suits for your everyday life may it be for a daily supermarket visit or an office meeting. This shade doesn't add in any extra to your makeup but it will just suit you perfectly I can assure you that. Now about the texture it very creamy, light weight and moisturizing. And the texture doesn't change with time it stays smooth for a long time on your lips.",Performance,1,The only con is that this product is not smudge proof. As u can see in the image I have uploaded it smudges to that extend with just a single stroke. Since I'm not a person who really cares about it I don't mind wearing this because this shade just suits me very well.,,,,,,,,,,1,
2331,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,The media could not be loaded. I didn't like the smell of it in the store the smell was very good in amazon the smell is not good,https://m.media-amazon.com/images/I/61xgUgh9HYL._SY88.jpg,Media,1,The media could not be loaded.,Performance,0,I didn't like the smell of it in the store the smell was very good in amazon the smell is not good,,,,,,,,,,1,
2332,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"Liked it very nice colour, creamy not too matte..looks smooth nd nice",https://m.media-amazon.com/images/I/61MdIYAN+zL._SY88.jpg,Product_Quality,0,"Liked it very nice colour, creamy not too matte..looks smooth nd nice",,,,,,,,,,,,,0,
2332,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"Liked it very nice colour, creamy not too matte..looks smooth nd nice",https://m.media-amazon.com/images/I/61TLBMAYjbL._SY88.jpg,Product_Quality,0,"Liked it very nice colour, creamy not too matte..looks smooth nd nice",,,,,,,,,,,,,0,
2333,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,Good one…,https://m.media-amazon.com/images/I/614XQptPRBL._SY88.jpg,Product_Quality,0,Good one…,,,,,,,,,,,,,0,
2334,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"The color looks brown with slight pink undertone no matter what ppl say. The item was new. However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",https://m.media-amazon.com/images/I/51OvjGrTU9L._SY88.jpg,Product_Quality,1,The color looks brown with slight pink undertone no matter what ppl say. The item was new.,Performance,1,"However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",,,,,,,,,,1,
2334,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"The color looks brown with slight pink undertone no matter what ppl say. The item was new. However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",https://m.media-amazon.com/images/I/51wNDaymstL._SY88.jpg,Product_Quality,1,The color looks brown with slight pink undertone no matter what ppl say. The item was new.,Performance,1,"However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",,,,,,,,,,1,
2334,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"The color looks brown with slight pink undertone no matter what ppl say. The item was new. However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",https://m.media-amazon.com/images/I/616O6IVsINL._SY88.jpg,Product_Quality,1,The color looks brown with slight pink undertone no matter what ppl say. The item was new.,Performance,1,"However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",,,,,,,,,,1,
2334,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"The color looks brown with slight pink undertone no matter what ppl say. The item was new. However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",https://m.media-amazon.com/images/I/61sSWCL6wrL._SY88.jpg,Product_Quality,1,The color looks brown with slight pink undertone no matter what ppl say. The item was new.,Performance,1,"However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",,,,,,,,,,1,
2334,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"The color looks brown with slight pink undertone no matter what ppl say. The item was new. However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",https://m.media-amazon.com/images/I/71ApyrxIKoL._SY88.jpg,Product_Quality,1,The color looks brown with slight pink undertone no matter what ppl say. The item was new.,Performance,1,"However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",,,,,,,,,,1,
2334,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"The color looks brown with slight pink undertone no matter what ppl say. The item was new. However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",https://m.media-amazon.com/images/I/81udllEtFaL._SY88.jpg,Product_Quality,1,The color looks brown with slight pink undertone no matter what ppl say. The item was new.,Performance,1,"However, this shade doesn't look very good on me. It makes me look dull n boring 😆.",,,,,,,,,,1,
2335,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71-+Mj0WaxL._SY88.jpg,Product_Quality,,,,,,,,,,,,,,,,
2335,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71VUwGwNrtL._SY88.jpg,Product_Quality,,,,,,,,,,,,,,,,
2335,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71a3qYXgAcL._SY88.jpg,Product_Quality,,,,,,,,,,,,,,,,
2335,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71gM+3oz1vL._SY88.jpg,Product_Quality,,,,,,,,,,,,,,,,
2336,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,Its a perfect dupe of mac mehr go ahead buy it,https://m.media-amazon.com/images/I/711jA4unEqL._SY88.jpg,Product_Quality,0,Its a perfect dupe of mac mehr go ahead buy it,,,,,,,,,,,,,0,
2336,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,Its a perfect dupe of mac mehr go ahead buy it,https://m.media-amazon.com/images/I/711jA4unEqL._SY88.jpg,Product_Quality,0,Its a perfect dupe of mac mehr go ahead buy it,,,,,,,,,,,,,0,
2337,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"Luckily I received a good piece. It comes with the plastic seal of Maybelline. The lipstick chilli nude belongs to the browns' family. It is a mixture of orange, brown and terracotta. It's subtle yet brightens up the face. Though it's a matte lipstick, it moisturizes the lips for a long time. It covers lip pigmentation in just two swipes. If you over apply it, it becomes opaque and will make you look old. So go easy with it. The longevity of any lipstick depends upon your food habits. As for me, the lipstick lasts for 5 hours with light meals and drinks. It does transfer so be aware of it. This is a universal shade and may appear more orangy if you have medium to fair complexion and brown to terracotta with a bit of warmth if you are dusky. Hope this helps.",https://images-na.ssl-images-amazon.com/images/I/51in6Cz9bsL._SY88.jpg,Product_Quality,0,"Luckily I received a good piece. It comes with the plastic seal of Maybelline. The lipstick chilli nude belongs to the browns' family. It is a mixture of orange, brown and terracotta. It's subtle yet brightens up the face. Though it's a matte lipstick, it moisturizes the lips for a long time. It covers lip pigmentation in just two swipes. If you over apply it, it becomes opaque and will make you look old. So go easy with it. The longevity of any lipstick depends upon your food habits.",Performance,1,"As for me, the lipstick lasts for 5 hours with light meals and drinks. It does transfer so be aware of it. This is a universal shade and may appear more orangy if you have medium to fair complexion and brown to terracotta with a bit of warmth if you are dusky. Hope this helps.",,,,,,,,,,1,
2337,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"Luckily I received a good piece. It comes with the plastic seal of Maybelline. The lipstick chilli nude belongs to the browns' family. It is a mixture of orange, brown and terracotta. It's subtle yet brightens up the face. Though it's a matte lipstick, it moisturizes the lips for a long time. It covers lip pigmentation in just two swipes. If you over apply it, it becomes opaque and will make you look old. So go easy with it. The longevity of any lipstick depends upon your food habits. As for me, the lipstick lasts for 5 hours with light meals and drinks. It does transfer so be aware of it. This is a universal shade and may appear more orangy if you have medium to fair complexion and brown to terracotta with a bit of warmth if you are dusky. Hope this helps.",https://images-na.ssl-images-amazon.com/images/I/616fKNtGbDL._SY88.jpg,Product_Quality,0,"Luckily I received a good piece. It comes with the plastic seal of Maybelline. The lipstick chilli nude belongs to the browns' family. It is a mixture of orange, brown and terracotta. It's subtle yet brightens up the face. Though it's a matte lipstick, it moisturizes the lips for a long time. It covers lip pigmentation in just two swipes. If you over apply it, it becomes opaque and will make you look old. So go easy with it. The longevity of any lipstick depends upon your food habits.",Performance,1,"As for me, the lipstick lasts for 5 hours with light meals and drinks. It does transfer so be aware of it. This is a universal shade and may appear more orangy if you have medium to fair complexion and brown to terracotta with a bit of warmth if you are dusky. Hope this helps.",,,,,,,,,,1,
